battle_id,player_1_deck,player_1_elixir,player_1_trophies,player_1_crowns,player_2_deck,player_2_elixir,player_2_trophies,player_2_crowns,winner,battle_duration_sec,game_mode,trophy_difference,battle_intensity,match_type
4760,Spear Goblins|Electro Wizard|Bandit|Elite Barbarians|Heal Spirit|Mother Witch|Baby Dragon|Ice Golem,3.25,3283,0,Ice Golem|Ice Wizard|Magic Archer|Mega Knight|Witch|Fireball|Bowler|Fire Spirit,4.0,2104,0,draw,168,Friendly,1179,0,Heavy Mismatch
4761,Goblin Gang|Graveyard|Battle Healer|Tesla|X-Bow|Lava Hound|Mother Witch|Ice Wizard,4.5,5262,0,Royal Hogs|Musketeer|Elixir Collector|Goblin Hut|Wall Breakers|Spear Goblins|Skeleton King|Barbarians,4.12,4872,1,player_2,282,Challenge,390,1,Slight Mismatch
4762,Goblin Cage|Lightning|Musketeer|Poison|Spear Goblins|Royal Champion|Cannon|Mini PEKKA,4.25,2358,2,Lightning|Heal Spirit|Royal Recruits|Bomb Tower|Goblins|Tornado|Bowler|Electro Wizard,4.0,3414,2,draw,297,Ladder,1056,4,Heavy Mismatch
4763,Hunter|Ram Rider|Royal Delivery|Bomb Tower|Freeze|Ice Spirit|Archers|Tombstone,3.38,4816,0,Royal Recruits|Skeletons|Ice Wizard|Miner|Mighty Miner|Electro Wizard|Heal Spirit|Royal Ghost,3.25,6089,1,player_2,96,Friendly,1273,1,Heavy Mismatch
4764,Valkyrie|Mother Witch|Three Musketeers|Skeleton Army|Arrows|Goblin Hut|X-Bow|Graveyard,4.88,5224,2,Monk|Giant|Rocket|Rascals|Ram Rider|Knight|Elixir Collector|Minion Horde,5.0,2497,1,player_1,136,Tournament,2727,3,Heavy Mismatch
4765,Night Witch|Goblin Hut|Flying Machine|Royal Giant|Bandit|Firecracker|Archers|Zappies,4.0,6851,3,Goblin Gang|Rascals|Cannon|Mirror|Mortar|Mighty Miner|Heal Spirit|Mini PEKKA,3.12,3947,2,player_1,100,Challenge,2904,5,Heavy Mismatch
4766,Little Prince|Skeleton Barrel|Bomb Tower|Barbarians|Witch|Hog Rider|Graveyard|Inferno Dragon,4.12,4216,3,Royal Recruits|Cannon Cart|Witch|Sparky|Hog Rider|Earthquake|Lumberjack|Tornado,4.62,3216,1,player_1,89,Friendly,1000,4,Heavy Mismatch
4767,Mirror|Firecracker|Furnace|Flying Machine|Fisherman|Goblin Hut|Mother Witch|Hog Rider,3.56,5751,0,Zappies|Inferno Tower|Three Musketeers|Battle Ram|Lava Hound|Tornado|Rocket|Sparky,5.5,3731,1,player_2,157,Ladder,2020,1,Heavy Mismatch
4768,Furnace|Battle Healer|Phoenix|Battle Ram|X-Bow|Goblin Gang|The Log|Giant Skeleton,4.12,6139,0,Fireball|Clone|Lumberjack|Wizard|Bandit|Goblin Gang|Freeze|Battle Ram,3.75,3778,0,draw,133,Ladder,2361,0,Heavy Mismatch
4769,Witch|Royal Ghost|Prince|Goblin Hut|Archers|Clone|Minion Horde|Ice Golem,3.88,4133,0,Furnace|Royal Hogs|Royal Ghost|Baby Dragon|Inferno Dragon|Musketeer|Archers|Magic Archer,3.88,2790,2,player_2,249,Friendly,1343,2,Heavy Mismatch
4770,Freeze|Inferno Tower|Monk|Spear Goblins|Phoenix|Firecracker|Skeleton Army|Ice Spirit,3.38,6691,1,Battle Ram|Inferno Dragon|Skeletons|Hunter|Giant|Lumberjack|Skeleton Army|Princess,3.5,2210,1,draw,256,Challenge,4481,2,Heavy Mismatch
4771,Valkyrie|Earthquake|Mother Witch|Goblin Barrel|Arrows|Skeleton Barrel|Knight|Fisherman,3.25,5587,1,Sparky|Flying Machine|Ram Rider|Royal Hogs|Elixir Golem|Prince|Battle Ram|Fisherman,4.33,5743,2,player_2,66,Friendly,156,3,Slight Mismatch
4772,Princess|Battle Ram|Royal Champion|Miner|Arrows|Ram Rider|Wall Breakers|Royal Ghost,3.75,5243,0,Princess|Mini PEKKA|Ram Rider|Night Witch|Elite Barbarians|Hunter|Rascals|Goblins,4.12,4431,2,player_2,120,Ladder,812,2,Heavy Mismatch
4773,Musketeer|Tombstone|Elixir Golem|Three Musketeers|Heal Spirit|Archers|Mega Knight|Lava Hound,4.62,6513,0,Little Prince|Poison|Spear Goblins|Baby Dragon|Furnace|Clone|Princess|Night Witch,3.38,4212,1,player_2,187,Ladder,2301,1,Heavy Mismatch
4774,Inferno Dragon|Mother Witch|Goblins|Skeleton King|Poison|Bandit|Archer Queen|Magic Archer,3.75,6796,2,Phoenix|Ice Spirit|Bandit|Archer Queen|Furnace|Hunter|Rocket|Spear Goblins,3.62,3188,3,player_2,179,Tournament,3608,5,Heavy Mismatch
4775,Mega Minion|Ram Rider|Wizard|Zappies|Fireball|Ice Wizard|Sparky|Skeleton Army,4.12,3036,0,Inferno Tower|Clone|Bowler|Inferno Dragon|Dark Prince|Royal Ghost|Zap|Bomb Tower,3.75,3012,3,player_2,259,Tournament,24,3,Balanced
4776,Ice Golem|Cannon|Cannon Cart|Minions|Mortar|Three Musketeers|Dark Prince|Monk,4.38,6758,0,Ram Rider|Phoenix|Wall Breakers|Minion Horde|Fire Spirit|Zappies|Sparky|Inferno Dragon,4.0,5733,1,player_2,97,Ladder,1025,1,Heavy Mismatch
4777,Goblin Gang|Knight|Zappies|Flying Machine|Royal Ghost|Sparky|Goblin Hut|Giant,4.11,2256,2,Princess|Rocket|Lava Hound|Mother Witch|The Log|Tombstone|Prince|Rascals,4.38,3352,2,draw,95,Tournament,1096,4,Heavy Mismatch
4778,Phoenix|Battle Healer|Inferno Tower|Royal Giant|Minions|Furnace|Cannon|Baby Dragon,4.12,4072,1,Executioner|Prince|Goblin Cage|Skeleton Barrel|Night Witch|Ice Golem|Fire Spirit|Mini PEKKA,3.62,2357,2,player_2,174,Tournament,1715,3,Heavy Mismatch
4779,Ice Golem|Graveyard|Inferno Dragon|Lava Hound|Lumberjack|Bomb Tower|Mirror|Tornado,3.75,3973,0,Clone|Witch|Mirror|Ram Rider|Earthquake|Miner|Dark Prince|Princess,3.38,3738,3,player_2,229,Friendly,235,3,Slight Mismatch
4780,Valkyrie|Zappies|Phoenix|Battle Healer|Bowler|Lava Hound|Bandit|Musketeer,4.38,6203,3,Skeleton Army|Royal Ghost|Musketeer|Tesla|Skeleton Barrel|Bomber|Baby Dragon|Ice Spirit,3.12,4482,3,draw,212,Challenge,1721,6,Heavy Mismatch
4781,Tesla|Executioner|Valkyrie|Mirror|Wizard|Arrows|Electro Wizard|Giant Skeleton,4.0,5458,3,Royal Champion|Tesla|Royal Giant|Musketeer|Flying Machine|Archers|Lightning|Monk,4.78,5313,2,player_1,157,Friendly,145,5,Slight Mismatch
4782,The Log|Miner|Hog Rider|Electro Wizard|Spear Goblins|Prince|Poison|Mother Witch,3.5,6390,2,Skeleton King|Giant|Mortar|Ice Spirit|Archers|Zap|Spear Goblins|Electro Wizard,3.12,4793,0,player_1,180,Friendly,1597,2,Heavy Mismatch
4783,Executioner|Valkyrie|Ice Wizard|Flying Machine|Goblinstein|Elixir Golem|Musketeer|Battle Healer,4.0,4177,1,X-Bow|Three Musketeers|Goblins|Archer Queen|Flying Machine|Royal Ghost|Miner|Graveyard,4.56,4876,2,player_2,185,Tournament,699,3,Heavy Mismatch
4784,X-Bow|Poison|Wizard|Bowler|Royal Ghost|Hog Rider|Minions|Lightning,4.5,6302,1,Lumberjack|Elixir Collector|Skeletons|Mini PEKKA|Archer Queen|Inferno Tower|Skeleton King|Mega Minion,4.0,6658,0,player_1,205,Tournament,356,1,Slight Mismatch
4785,Archers|Rocket|Royal Champion|Giant Skeleton|Cannon|Valkyrie|Mighty Miner|Zap,4.38,6313,1,Magic Archer|Dark Prince|Knight|Ice Golem|X-Bow|Elixir Collector|Earthquake|Cannon Cart,4.12,2337,1,draw,277,Challenge,3976,2,Heavy Mismatch
4786,Giant Skeleton|Dark Prince|Bowler|Battle Healer|Skeletons|Monk|Royal Hogs|Goblin Cage,4.25,6083,3,Musketeer|Tombstone|Furnace|Rocket|Skeletons|Firecracker|Goblinstein|Goblin Barrel,3.62,4438,3,draw,158,Challenge,1645,6,Heavy Mismatch
4787,Fireball|Royal Delivery|Goblin Hut|Goblinstein|Night Witch|PEKKA|Ice Wizard|Freeze,4.38,3566,0,Rascals|Magic Archer|Sparky|Valkyrie|Goblinstein|Furnace|Fire Spirit|Mega Minion,4.12,5301,1,player_2,84,Challenge,1735,1,Heavy Mismatch
4788,Barbarians|Wall Breakers|Rascals|Ice Spirit|Bomb Tower|Firecracker|Hog Rider|Tesla,3.5,5134,2,Cannon|Lightning|Lava Hound|Poison|Elixir Collector|Freeze|Sparky|Fire Spirit,4.75,4770,3,player_2,153,Friendly,364,5,Slight Mismatch
4789,Elite Barbarians|Mortar|Night Witch|Hunter|Witch|Giant|Spear Goblins|Lumberjack,4.25,2452,3,Goblin Hut|Furnace|Dark Prince|Graveyard|Mini PEKKA|Fire Spirit|Royal Giant|Mortar,4.25,6956,0,player_1,94,Challenge,4504,3,Heavy Mismatch
4790,Royal Giant|Ice Spirit|Balloon|Mega Knight|Mortar|Bandit|Cannon Cart|Executioner,4.5,3932,3,Cannon|Phoenix|Minions|Goblin Cage|Wall Breakers|Royal Recruits|Minion Horde|Zappies,4.0,4651,0,player_1,127,Ladder,719,3,Heavy Mismatch
4791,Elite Barbarians|Earthquake|Mega Minion|Inferno Tower|Bandit|PEKKA|Minion Horde|Royal Ghost,4.38,3192,1,Skeleton Army|Mortar|Zap|Skeleton Barrel|Executioner|Fire Spirit|Little Prince|Fisherman,3.12,5876,2,player_2,98,Ladder,2684,3,Heavy Mismatch
4792,Knight|Ice Golem|Spear Goblins|Giant|Mini PEKKA|Monk|Magic Archer|Little Prince,3.5,5139,1,Rocket|Royal Giant|Goblin Barrel|Poison|Bandit|Royal Champion|Royal Ghost|Mother Witch,4.5,6489,0,player_1,205,Friendly,1350,1,Heavy Mismatch
4793,Skeleton King|Three Musketeers|Monk|Tornado|Tombstone|Prince|Minion Horde|Musketeer,4.75,6592,3,Inferno Tower|Hunter|Cannon Cart|Prince|Valkyrie|Fire Spirit|Battle Healer|Knight,4.0,3736,2,player_1,287,Tournament,2856,5,Heavy Mismatch
4794,Royal Recruits|Phoenix|Fisherman|Goblin Hut|Royal Delivery|Elixir Golem|Ice Spirit|Inferno Dragon,3.75,4998,0,Dark Prince|Lightning|Royal Recruits|Goblin Barrel|Electro Wizard|Heal Spirit|Royal Ghost|Lumberjack,4.0,6590,1,player_2,127,Challenge,1592,1,Heavy Mismatch
4795,Princess|Barbarians|Mega Knight|Elixir Collector|Little Prince|Goblins|Elixir Golem|Sparky,4.38,6709,0,Zap|Tesla|Sparky|Flying Machine|Ice Golem|Minions|Valkyrie|Poison,3.67,2462,3,player_2,83,Ladder,4247,3,Heavy Mismatch
4796,Little Prince|Poison|Ram Rider|Royal Recruits|Skeleton Army|Tornado|Dark Prince|Balloon,4.25,6943,2,Mega Knight|Goblin Cage|Flying Machine|Goblinstein|Zap|Balloon|Goblins|Skeleton Barrel,4.0,4746,3,player_2,87,Challenge,2197,5,Heavy Mismatch
4797,Goblin Barrel|Fisherman|Goblin Gang|Inferno Tower|Goblin Hut|Royal Ghost|Minions|Fireball,3.62,3396,0,Goblin Cage|Musketeer|Archer Queen|Heal Spirit|Battle Healer|Mighty Miner|Elite Barbarians|Three Musketeers,4.62,3594,3,player_2,89,Ladder,198,3,Slight Mismatch
4798,Rascals|Earthquake|Musketeer|Elixir Collector|Witch|Cannon|Ice Golem|Freeze,4.0,6398,2,Goblin Gang|Miner|Graveyard|The Log|Cannon Cart|Skeleton King|Musketeer|Phoenix,3.75,3484,0,player_1,171,Ladder,2914,2,Heavy Mismatch
4799,Minion Horde|Bandit|Lumberjack|Wizard|Mirror|Giant|Sparky|Poison,4.12,2828,3,Wizard|Little Prince|Inferno Dragon|Archer Queen|Clone|Knight|Barbarians|Graveyard,4.12,2354,1,player_1,240,Challenge,474,4,Slight Mismatch
4800,Elixir Collector|Sparky|Skeleton Army|Inferno Tower|Royal Ghost|Princess|Goblin Cage|Battle Ram,4.25,3617,3,Inferno Tower|Mirror|Ice Spirit|Dark Prince|Lumberjack|Royal Recruits|Arrows|Skeleton Army,3.5,2928,1,player_1,79,Ladder,689,4,Heavy Mismatch
4801,Earthquake|Ram Rider|Elixir Collector|Clone|Fireball|The Log|Night Witch|Wall Breakers,3.62,3210,2,Mortar|Royal Delivery|Prince|Flying Machine|Bandit|Hunter|Cannon|Musketeer,3.78,4337,0,player_1,194,Challenge,1127,2,Heavy Mismatch
4802,Night Witch|Skeleton King|Baby Dragon|Royal Giant|Rascals|Freeze|Poison|Elite Barbarians,4.62,5642,3,Giant|Bandit|Mortar|The Log|Cannon|Earthquake|Wizard|Musketeer,3.62,5234,1,player_1,197,Ladder,408,4,Slight Mismatch
4803,Freeze|Battle Ram|Magic Archer|Mighty Miner|Mega Minion|Royal Delivery|Archer Queen|Valkyrie,3.88,6409,3,Flying Machine|Fire Spirit|Elite Barbarians|Elixir Collector|Bomb Tower|Lightning|Wizard|Tombstone,4.44,2508,2,player_1,161,Tournament,3901,5,Heavy Mismatch
4804,Poison|Knight|X-Bow|Ice Wizard|Mega Minion|Phoenix|Magic Archer|Baby Dragon,3.88,2054,0,Mini PEKKA|Goblin Barrel|Flying Machine|Royal Giant|Little Prince|Heal Spirit|Graveyard|Zap,3.56,5234,1,player_2,170,Friendly,3180,1,Heavy Mismatch
4805,Barbarians|Executioner|Wizard|Tombstone|Heal Spirit|Night Witch|Lava Hound|Fire Spirit,4.0,6284,3,Archer Queen|Witch|Inferno Dragon|Poison|Royal Hogs|Three Musketeers|Zap|Earthquake,4.62,3802,3,draw,200,Friendly,2482,6,Heavy Mismatch
4806,Magic Archer|Fire Spirit|Ice Spirit|Hunter|Giant Skeleton|Mirror|Tornado|Rascals,3.25,5589,0,Hunter|Royal Hogs|Sparky|Goblins|Lumberjack|Battle Healer|Phoenix|Inferno Dragon,4.12,2057,0,draw,290,Challenge,3532,0,Heavy Mismatch
4807,Rascals|Mighty Miner|Witch|Musketeer|Lightning|The Log|Knight|Tornado,4.0,3604,2,Graveyard|Giant Skeleton|Flying Machine|Royal Champion|Prince|Poison|Furnace|Rocket,5.0,4405,0,player_1,294,Friendly,801,2,Heavy Mismatch
4808,Mirror|The Log|Bomb Tower|Ice Wizard|Dark Prince|Cannon Cart|Little Prince|Hunter,3.25,3531,2,Lumberjack|Mighty Miner|Ice Golem|Firecracker|Archer Queen|Battle Healer|Magic Archer|Mega Minion,3.62,2308,2,draw,245,Friendly,1223,4,Heavy Mismatch
4809,Mirror|Elixir Golem|Lumberjack|Mortar|Elixir Collector|Skeleton Army|Little Prince|Miner,3.38,3497,1,Princess|Earthquake|Cannon Cart|Goblin Barrel|Royal Hogs|Ice Spirit|Wall Breakers|Furnace,3.25,4627,3,player_2,260,Friendly,1130,4,Heavy Mismatch
4810,Bomber|Freeze|Battle Ram|Tombstone|Archer Queen|Skeleton King|Wizard|Rocket,4.25,3013,3,Battle Ram|Minion Horde|Archer Queen|Cannon|Mortar|Lava Hound|Little Prince|Night Witch,4.38,4715,2,player_1,62,Friendly,1702,5,Heavy Mismatch
4811,Lightning|Earthquake|Mega Knight|Wall Breakers|Graveyard|Sparky|Spear Goblins|Ice Wizard,4.25,6962,3,Mortar|Elite Barbarians|Inferno Tower|Clone|Royal Champion|Cannon Cart|Flying Machine|Skeletons,4.33,2441,0,player_1,263,Tournament,4521,3,Heavy Mismatch
4812,Giant Skeleton|Clone|Knight|Prince|Mortar|Inferno Dragon|Princess|Battle Healer,4.0,6872,1,Giant Skeleton|Skeletons|Flying Machine|Fire Spirit|Musketeer|Ice Wizard|Bowler|Fisherman,3.56,4747,2,player_2,160,Tournament,2125,3,Heavy Mismatch
4813,Tombstone|Giant|Mega Minion|Tornado|Elixir Golem|Mega Knight|Night Witch|Arrows,3.88,6190,3,Royal Delivery|Firecracker|Goblinstein|Goblin Hut|Poison|Elite Barbarians|Battle Healer|Tesla,4.25,4972,3,draw,96,Friendly,1218,6,Heavy Mismatch
4814,Fisherman|Bomb Tower|Ice Golem|Ice Spirit|Mother Witch|Lava Hound|Inferno Tower|Skeleton Barrel,3.62,2360,1,Wall Breakers|Lava Hound|Goblin Gang|Battle Healer|Baby Dragon|Graveyard|Flying Machine|Goblinstein,4.22,4832,2,player_2,125,Tournament,2472,3,Heavy Mismatch
4815,Goblin Gang|Princess|Wall Breakers|Minions|Royal Ghost|Archers|Mother Witch|PEKKA,3.5,6130,2,Rascals|Minion Horde|Tombstone|Rocket|Royal Recruits|Royal Delivery|Fisherman|Valkyrie,4.5,2673,1,player_1,85,Tournament,3457,3,Heavy Mismatch
4816,Hog Rider|Earthquake|Ram Rider|Bomb Tower|Fire Spirit|Royal Giant|Tornado|Mother Witch,3.88,3308,0,Goblin Barrel|Monk|Mega Minion|Mirror|Valkyrie|Mother Witch|Ram Rider|Bowler,3.75,3241,3,player_2,191,Friendly,67,3,Balanced
4817,Flying Machine|Flying Machine|Rocket|Bomber|Archers|Electro Wizard|Goblin Gang|Graveyard,4.0,5165,2,Rascals|Musketeer|Bomber|Spear Goblins|Mirror|Knight|Royal Champion|Mortar,3.62,3431,1,player_1,167,Challenge,1734,3,Heavy Mismatch
4818,Night Witch|Giant Skeleton|Zap|Executioner|Tornado|Wall Breakers|Rascals|Witch,4.0,6603,3,Bowler|Fireball|Graveyard|PEKKA|Goblin Gang|Heal Spirit|Valkyrie|Earthquake,4.0,5694,3,draw,68,Friendly,909,6,Heavy Mismatch
4819,Ram Rider|Little Prince|Cannon Cart|Hunter|Goblinstein|Goblin Hut|Tesla|Zap,4.12,6890,3,Witch|Wizard|Little Prince|Minions|Bomber|Goblin Hut|Goblinstein|Tombstone,4.0,5056,3,draw,212,Tournament,1834,6,Heavy Mismatch
4820,Inferno Dragon|Sparky|Earthquake|Ram Rider|Giant|Balloon|Princess|Giant Skeleton,4.62,2126,3,Battle Ram|Royal Ghost|PEKKA|Fireball|Wall Breakers|Lava Hound|Skeleton Army|Spear Goblins,4.0,6118,1,player_1,239,Challenge,3992,4,Heavy Mismatch
4821,Goblin Gang|X-Bow|Bomb Tower|Mini PEKKA|The Log|Royal Recruits|Ice Wizard|Fireball,4.12,3395,0,Three Musketeers|Witch|Flying Machine|Freeze|Dark Prince|Inferno Dragon|Royal Delivery|Hunter,4.56,3965,0,draw,234,Tournament,570,0,Heavy Mismatch
4822,Royal Hogs|Mini PEKKA|Goblin Gang|Bandit|Graveyard|Lava Hound|Royal Giant|Royal Recruits,5.0,4220,3,Minion Horde|Rascals|Sparky|Royal Delivery|Fisherman|Goblins|Lightning|Lumberjack,4.25,5252,3,draw,110,Tournament,1032,6,Heavy Mismatch
4823,Skeletons|Ram Rider|Royal Champion|Royal Ghost|Tornado|Goblinstein|Ice Wizard|Royal Giant,4.12,6818,3,Goblin Gang|Flying Machine|Ice Spirit|Monk|Royal Champion|Mortar|Fisherman|Elixir Collector,4.11,6072,2,player_1,226,Ladder,746,5,Heavy Mismatch
4824,Royal Champion|Princess|Battle Healer|Royal Ghost|Freeze|Skeleton Barrel|Dark Prince|Elixir Collector,4.25,3682,3,Flying Machine|Wizard|Little Prince|Skeleton Army|Royal Hogs|Goblin Cage|Phoenix|Musketeer,4.0,6949,0,player_1,87,Ladder,3267,3,Heavy Mismatch
4825,Giant|Earthquake|Giant Skeleton|Goblin Barrel|Witch|Princess|Royal Giant|Musketeer,4.38,4957,0,Dark Prince|Arrows|Executioner|PEKKA|Musketeer|Balloon|Goblin Cage|Elixir Collector,4.75,2574,0,draw,290,Ladder,2383,0,Heavy Mismatch
4826,Miner|Archers|Royal Hogs|Cannon Cart|Mini PEKKA|Freeze|Minions|Lumberjack,3.88,4045,1,Baby Dragon|Giant Skeleton|Battle Healer|Zappies|Inferno Tower|Sparky|Ice Golem|Royal Champion,4.75,5695,1,draw,110,Tournament,1650,2,Heavy Mismatch
4827,Skeletons|Inferno Tower|Bowler|Battle Ram|Goblins|Mother Witch|Mega Minion|PEKKA,3.88,4428,1,Bomber|Zappies|Fisherman|Flying Machine|Lava Hound|Mortar|Magic Archer|Clone,4.0,6857,3,player_2,134,Friendly,2429,4,Heavy Mismatch
4828,Goblins|Mirror|Hunter|Electro Wizard|Princess|Inferno Tower|Bowler|Minion Horde,3.62,4354,1,Barbarians|Mini PEKKA|Zappies|Dark Prince|Giant Skeleton|Mega Minion|Firecracker|Valkyrie,4.12,4155,1,draw,128,Friendly,199,2,Slight Mismatch
4829,Zap|PEKKA|Goblins|Battle Ram|Bowler|Hunter|Fireball|Hog Rider,4.0,2770,2,Zappies|Royal Champion|Mini PEKKA|Goblin Barrel|Fireball|Spear Goblins|Cannon Cart|Goblins,3.88,2707,3,player_2,284,Tournament,63,5,Balanced
4830,Battle Ram|Baby Dragon|Royal Champion|Firecracker|Wizard|Mighty Miner|Night Witch|Knight,4.25,4969,2,Mighty Miner|Sparky|Cannon|Earthquake|Miner|Arrows|Zap|The Log,3.25,6868,1,player_1,293,Ladder,1899,3,Heavy Mismatch
4831,Bomber|Knight|Flying Machine|PEKKA|Goblin Gang|Phoenix|Mini PEKKA|Rocket,4.22,3508,3,Freeze|Elixir Golem|Lumberjack|Fire Spirit|Night Witch|Goblin Cage|Poison|Goblin Barrel,3.5,6698,0,player_1,187,Tournament,3190,3,Heavy Mismatch
4832,Dark Prince|The Log|Lumberjack|Earthquake|Poison|Mortar|Rascals|Arrows,3.62,6892,0,Royal Giant|Minions|Ram Rider|Rascals|Zappies|Elixir Golem|Ice Wizard|Barbarians,4.25,6425,2,player_2,221,Friendly,467,2,Slight Mismatch
4833,Goblins|Barbarians|Inferno Dragon|Electro Wizard|Sparky|Prince|Dark Prince|Ice Spirit,3.88,5354,1,Tornado|Baby Dragon|Phoenix|Elite Barbarians|Inferno Dragon|Zappies|Zap|Knight,3.75,2491,3,player_2,248,Friendly,2863,4,Heavy Mismatch
4834,Ram Rider|Royal Delivery|Arrows|Mirror|Mega Minion|Executioner|Lightning|Night Witch,3.75,5285,2,Hog Rider|Phoenix|Musketeer|Monk|Lumberjack|X-Bow|Archers|Lightning,4.5,3316,1,player_1,271,Friendly,1969,3,Heavy Mismatch
4835,Royal Giant|Skeletons|Inferno Dragon|Magic Archer|Zappies|Elixir Collector|Elite Barbarians|Clone,4.25,5626,2,X-Bow|Hunter|Skeleton Barrel|Elixir Collector|Ram Rider|Graveyard|Royal Recruits|Three Musketeers,5.62,6510,0,player_1,185,Tournament,884,2,Heavy Mismatch
4836,Tesla|Flying Machine|Elixir Golem|Bomber|PEKKA|The Log|Bandit|Electro Wizard,3.78,4127,3,Lumberjack|Archers|Mighty Miner|Furnace|Dark Prince|Barbarians|Firecracker|Executioner,4.0,2377,0,player_1,228,Friendly,1750,3,Heavy Mismatch
4837,Mirror|Fire Spirit|Flying Machine|Zap|Spear Goblins|Heal Spirit|Dark Prince|Goblins,2.44,2122,3,Musketeer|Hunter|Cannon Cart|Royal Champion|Goblins|Tesla|Minions|The Log,3.88,2156,1,player_1,213,Friendly,34,4,Balanced
4838,Baby Dragon|Fireball|Goblin Cage|Archer Queen|Mega Knight|Goblinstein|Bowler|Mother Witch,4.75,4996,0,Rascals|Flying Machine|Ice Wizard|Wizard|Tesla|Princess|Elixir Golem|Witch,4.0,2833,2,player_2,65,Friendly,2163,2,Heavy Mismatch
4839,Zappies|Giant Skeleton|Ice Wizard|Tesla|Hunter|Bowler|Fire Spirit|Magic Archer,4.0,5981,1,Goblinstein|PEKKA|Miner|Mighty Miner|Wizard|Mini PEKKA|Phoenix|Night Witch,4.5,5948,1,draw,61,Friendly,33,2,Balanced
4840,Sparky|Goblin Gang|Hog Rider|Miner|Baby Dragon|Freeze|Skeleton Army|Royal Giant,4.12,6930,2,Monk|PEKKA|Rocket|Mighty Miner|Electro Wizard|Balloon|Graveyard|Barbarians,5.12,4774,2,draw,216,Challenge,2156,4,Heavy Mismatch
4841,Inferno Tower|Ice Spirit|Hog Rider|Ice Wizard|Bowler|Minion Horde|Goblin Barrel|Mother Witch,3.75,3958,0,Wall Breakers|Tornado|Prince|Giant Skeleton|Mortar|Princess|Earthquake|Fire Spirit,3.5,4884,1,player_2,259,Tournament,926,1,Heavy Mismatch
4842,X-Bow|Goblins|Little Prince|Flying Machine|Mini PEKKA|Mega Knight|Cannon Cart|Battle Ram,4.33,3264,0,Goblinstein|Giant|Goblin Gang|Dark Prince|Bandit|Archers|Witch|Royal Hogs,4.12,6825,0,draw,159,Tournament,3561,0,Heavy Mismatch
4843,Heal Spirit|Valkyrie|Skeleton Barrel|Mega Minion|Hog Rider|Mortar|Little Prince|Firecracker,3.12,2186,2,Ice Golem|Ram Rider|Witch|Goblinstein|Clone|Bomber|Freeze|Princess,3.75,6600,0,player_1,119,Friendly,4414,2,Heavy Mismatch
4844,Little Prince|Bandit|Royal Champion|PEKKA|Heal Spirit|Archers|Flying Machine|Rocket,4.22,5460,2,Dark Prince|Barbarians|Minions|Mega Minion|Hunter|Musketeer|Graveyard|Prince,4.12,5552,2,draw,114,Ladder,92,4,Balanced
4845,Baby Dragon|Electro Wizard|Cannon|Royal Ghost|Flying Machine|Royal Recruits|Zap|Minions,3.78,2107,0,Knight|Arrows|Mighty Miner|Mini PEKKA|Valkyrie|Goblin Hut|Inferno Tower|Wizard,4.12,3214,1,player_2,146,Friendly,1107,1,Heavy Mismatch
4846,Dark Prince|PEKKA|Monk|Barbarians|Skeleton Army|Mighty Miner|Goblin Gang|Inferno Tower,4.5,3233,2,Musketeer|Goblin Hut|Elixir Golem|Clone|Arrows|Skeleton Army|Sparky|Rocket,4.12,3834,2,draw,229,Tournament,601,4,Heavy Mismatch
4847,Skeleton Army|Bowler|Lumberjack|Giant Skeleton|Mother Witch|Tesla|Furnace|Battle Ram,4.25,3872,3,Phoenix|Prince|Knight|Ice Spirit|Goblin Gang|Mega Knight|Bomb Tower|Baby Dragon,3.88,2870,0,player_1,166,Challenge,1002,3,Heavy Mismatch
4848,Balloon|Minion Horde|Little Prince|Flying Machine|Arrows|Ice Golem|Fire Spirit|Graveyard,3.67,2747,1,Furnace|Wizard|Lightning|Three Musketeers|Valkyrie|Goblinstein|Magic Archer|Arrows,5.0,3848,1,draw,82,Friendly,1101,2,Heavy Mismatch
4849,Baby Dragon|Goblins|Flying Machine|Little Prince|Knight|Musketeer|Mega Knight|Graveyard,4.0,3789,2,Skeletons|Night Witch|Mortar|Little Prince|Skeleton Army|Graveyard|Rocket|X-Bow,4.0,4942,3,player_2,239,Challenge,1153,5,Heavy Mismatch
4850,Valkyrie|Magic Archer|Royal Hogs|Skeletons|Ice Wizard|Goblins|Clone|Little Prince,3.12,4615,2,Poison|Cannon|Monk|Royal Ghost|Zap|Prince|Goblins|Musketeer,3.5,6669,1,player_1,185,Ladder,2054,3,Heavy Mismatch
4851,Royal Giant|Fireball|Cannon|Tornado|Bomber|Spear Goblins|Elite Barbarians|Flying Machine,3.89,5282,1,Elite Barbarians|Inferno Tower|Ice Spirit|Mega Knight|Ram Rider|Earthquake|Mini PEKKA|Royal Giant,4.62,6057,0,player_1,266,Ladder,775,1,Heavy Mismatch
4852,Mega Minion|Bowler|Prince|Heal Spirit|Miner|Valkyrie|Elixir Golem|Furnace,3.5,2427,3,Goblin Hut|Hog Rider|PEKKA|Monk|Royal Recruits|Freeze|Knight|Royal Ghost,4.75,5330,3,draw,126,Friendly,2903,6,Heavy Mismatch
